CID,BDATE,GEN
NASAW00018579,11-03-1977,Male
NASAW00018580,06-10-1980,Female
NASAW00018581,04-06-1980,Female
NASAW00018582,25-07-1974,Male
NASAW00018583,14-01-1975,Male
NASAW00018584,16-07-1985,Female
NASAW00018585,24-02-1975,Female
NASAW00018586,19-02-1975,Male
NASAW00018587,01-02-1971,Female
NASAW00018588,18-05-1971,Female
NASAW00018589,01-07-1976,Female
NASAW00018590,23-03-1971,Female
NASAW00018591,09-11-1970,Male
NASAW00018592,09-03-1971,Female
NASAW00018593,31-12-1970,Female
NASAW00018594,20-04-1971,Female
NASAW00018595,02-08-1981,Male
NASAW00018596,11-12-1970,Female
NASAW00018597,23-06-1976,Female
NASAW00018598,16-03-1975,Male
NASAW00018599,06-10-1969,Male
NASAW00018600,10-11-1975,Female
NASAW00018601,24-10-1969,Female
NASAW00018602,15-11-1975,Male
NASAW00018603,09-03-1975,Female
NASAW00018604,19-11-1969,Female
NASAW00018605,16-05-1970,Male
NASAW00018606,24-04-1970,Male
NASAW00018607,11-12-1969,Female
NASAW00018608,15-10-1969,Male
NASAW00018609,08-12-1980,Female
NASAW00018610,10-07-1968,Female
NASAW00018611,24-02-1969,Female
NASAW00018612,16-11-1979,Female
NASAW00018613,14-05-1974,Male
NASAW00018614,12-11-1973,Male
NASAW00018615,06-09-1979,Male
NASAW00018616,04-08-1968,Male
NASAW00018617,30-01-1969,Male
NASAW00018618,20-05-1978,Male
NASAW00018619,01-09-1978,Male
NASAW00018620,15-01-1979,Male
NASAW00018621,17-04-1979,Female
NASAW00018622,17-05-1978,Male
NASAW00018623,06-03-1978,Female
NASAW00018624,01-11-1983,Male
NASAW00018625,11-12-1977,Male
NASAW00018626,08-03-1978,Male
NASAW00018627,06-09-1983,Female
NASAW00018628,14-03-1977,Female
NASAW00018629,21-08-1976,Male
NASAW00018630,19-08-1976,Female
NASAW00018631,04-07-1976,Female
NASAW00018632,05-10-1982,Male
NASAW00018633,20-09-1982,Male
NASAW00018634,10-12-1982,Female
NASAW00018635,17-02-1977,Female
NASAW00018636,12-12-1976,Male
NASAW00018637,05-06-1981,Male
NASAW00018638,07-12-1979,Female
NASAW00018639,07-03-1980,Female
NASAW00018640,19-12-1979,Male
NASAW00018641,11-05-1981,Male
NASAW00018642,16-09-1980,Female
NASAW00018643,22-12-1936,Male
NASAW00018644,15-08-1971,Female
NASAW00018645,18-09-1971,Male
NASAW00018646,08-03-1977,Male
NASAW00018647,17-12-1958,Female
NASAW00018648,13-12-1959,Female
NASAW00018649,10-02-1961,Male
NASAW00018650,30-01-1966,Male
NASAW00018651,30-10-1971,Male
NASAW00018652,03-03-1961,Female
NASAW00018653,03-10-1971,Male
NASAW00018654,15-12-1960,Male
NASAW00018655,07-04-1961,Male
NASAW00018656,22-10-1961,Male
NASAW00018657,23-05-1962,Male
NASAW00018658,02-02-1962,Male
NASAW00018659,01-12-1961,Female
NASAW00018660,22-04-1962,Female
NASAW00018661,31-05-1963,Male
NASAW00018662,17-05-1963,Male
NASAW00018663,21-09-1962,Male
NASAW00018664,14-08-1973,Male
NASAW00018665,22-10-1962,Female
NASAW00018666,08-11-1968,Female
NASAW00018667,08-05-1968,Female
NASAW00018668,14-11-1962,Male
NASAW00018669,10-06-1964,Male
NASAW00018670,30-06-1969,Female
NASAW00018671,11-04-1964,Female
NASAW00018672,05-04-1964,Male
NASAW00018673,21-08-1969,Male
NASAW00018674,16-03-1969,Female
NASAW00018675,31-10-1975,Female
NASAW00018676,03-09-1964,Male
NASAW00018677,04-11-1964,Male
NASAW00018678,05-11-1970,Male
NASAW00018679,23-01-1978,Male
NASAW00018680,03-05-1979,Male
NASAW00018681,20-04-1979,Female
NASAW00018682,05-01-1979,Female
NASAW00018683,20-02-1979,Male
NASAW00018684,04-03-1979,Female
NASAW00018685,24-11-1976,Male
NASAW00018686,09-10-1982,Male
NASAW00018687,16-01-1982,Female
NASAW00018688,06-01-1969,Male
NASAW00018689,29-12-1963,Male
NASAW00018690,06-10-1934,Male
NASAW00018691,20-03-1980,Female
NASAW00018692,07-02-1980,Male
NASAW00018693,17-12-1974,Female
NASAW00018694,18-01-1975,Male
NASAW00018695,04-05-1975,Male
NASAW00018696,24-03-1975,Female
NASAW00018697,02-12-1973,Female
NASAW00018698,03-01-1974,Female
NASAW00018699,14-10-1979,Male
NASAW00018700,05-04-1974,Male
NASAW00018701,30-01-1974,Male
NASAW00018702,06-10-1973,Female
NASAW00018703,06-09-1978,Male
NASAW00018704,20-08-1972,Female
NASAW00018705,24-02-1973,Male
NASAW00018706,16-11-1974,Male
NASAW00018707,26-10-1974,Male
NASAW00018708,24-05-1975,Male
NASAW00018709,04-12-1974,Male
NASAW00018710,18-02-1975,Male
NASAW00018711,10-11-1972,Female
NASAW00018712,07-02-1972,Male
NASAW00018713,14-05-1972,Female
NASAW00018714,12-02-1972,Male
NASAW00018715,25-03-1971,Male
NASAW00018716,29-01-1974,Male
NASAW00018717,21-07-1970,Female
NASAW00018718,08-12-1970,Female
NASAW00018719,19-04-1970,Male
NASAW00018720,26-06-1969,Female
NASAW00018721,02-12-1968,Male
NASAW00018722,15-07-1974,Male
NASAW00018723,15-11-1968,Female
NASAW00018724,01-05-1984,Female
NASAW00018725,05-10-1978,Female
NASAW00018726,30-08-1967,Female
NASAW00018727,09-04-1967,Female
NASAW00018728,18-10-1971,Male
NASAW00018729,04-10-1965,Male
NASAW00018730,07-10-1964,Male
NASAW00018731,29-12-1964,Male
NASAW00018732,16-11-1937,Male
NASAW00018733,22-04-1971,Male
NASAW00018734,07-11-1980,Female
NASAW00018735,19-04-1970,Female
NASAW00018736,09-06-1970,Female
NASAW00018737,17-01-1965,Male
NASAW00018738,08-04-1974,Female
NASAW00018739,23-06-1972,Female
NASAW00018740,03-03-1964,Male
NASAW00018741,22-07-1941,Male
NASAW00018742,16-12-1965,Male
NASAW00018743,10-04-1966,Male
NASAW00018744,24-01-1966,Female
NASAW00018745,14-10-1968,Female
NASAW00018746,11-11-1968,Male
NASAW00018747,06-11-1961,Female
NASAW00018748,17-12-1960,Female
NASAW00018749,11-02-1982,Female
NASAW00018750,01-11-1981,Female
NASAW00018751,01-12-1981,Female
NASAW00018752,24-12-1980,Female
NASAW00018753,15-05-1986,Male
NASAW00018754,25-03-1981,Female
NASAW00018755,21-02-1982,Male
NASAW00018756,31-10-1981,Female
NASAW00018757,15-02-1982,Male
NASAW00018758,29-08-1984,Male
NASAW00018759,11-08-1983,Male
NASAW00018760,06-08-1983,Female
NASAW00018761,04-04-1984,Male
NASAW00018762,19-11-1983,Female
NASAW00018763,20-08-1954,Female
NASAW00018764,23-06-1983,Female
NASAW00018765,15-02-1983,Male
NASAW00018766,14-07-1945,Male
NASAW00018767,07-12-1951,Male
NASAW00018768,23-08-1947,Male
NASAW00018769,30-01-1949,Female
NASAW00018770,03-12-1981,Male
NASAW00018771,02-07-1981,Male
NASAW00018772,11-08-1981,Female
NASAW00018773,10-01-1982,Female
NASAW00018774,17-12-1981,Male
NASAW00018775,14-11-1980,Female
NASAW00018776,04-04-1981,Male
NASAW00018777,23-01-1980,Male
NASAW00018778,05-01-1980,Male
NASAW00018779,20-10-1979,Male
NASAW00018780,06-11-1978,Male
NASAW00018781,11-10-1977,Male
NASAW00018782,21-10-1977,Male
NASAW00018783,17-10-1973,Male
NASAW00018784,30-09-1973,Female
NASAW00018785,04-05-1973,Female
NASAW00018786,14-04-1973,Male
NASAW00018787,10-11-1968,Female
NASAW00018788,30-08-1973,Female
NASAW00018789,18-04-1979,Male
NASAW00018790,25-03-1985,Female
NASAW00018791,19-02-1985,Female
NASAW00018792,20-02-1985,Female
NASAW00018793,17-10-1949,Male
NASAW00018794,16-09-1984,Male
NASAW00018795,03-03-1984,Male
NASAW00018796,04-06-1953,Male
NASAW00018797,21-09-1983,Male
NASAW00018798,11-12-1983,Female
NASAW00018799,22-04-1977,Male
NASAW00018800,08-10-1982,Female
NASAW00018801,17-09-1976,Female
NASAW00018802,07-10-1982,Male
NASAW00018803,26-05-1977,Male
NASAW00018804,22-05-1982,Male
NASAW00018805,19-12-1977,Female
NASAW00018806,08-03-1978,Female
NASAW00018807,11-01-1970,Male
NASAW00018808,24-10-1961,Female
NASAW00018809,06-10-1961,Male
NASAW00018810,22-12-1939,Male
NASAW00018811,24-12-1968,Male
NASAW00018812,30-09-1979,Male
NASAW00018813,05-11-1968,Female
NASAW00018814,10-01-1980,Male
NASAW00018815,13-12-1968,Female
NASAW00018816,12-12-1968,Female
NASAW00018817,06-01-1985,Female
NASAW00018818,12-09-1968,Male
NASAW00018819,22-04-1974,Female
NASAW00018820,29-01-1974,Female
NASAW00018821,14-06-1968,Male
NASAW00018822,23-12-1967,Male
NASAW00018823,24-10-1967,Male
NASAW00018824,21-02-1968,Male
NASAW00018825,18-09-1973,Male
NASAW00018826,23-06-1972,Female
NASAW00018827,18-11-1972,Female
NASAW00018828,16-08-1966,Female
NASAW00018829,11-09-1966,Male
NASAW00018830,08-03-1967,Female
NASAW00018831,27-06-1967,Male
NASAW00018832,04-02-1967,Male
NASAW00018833,30-08-1960,Female
NASAW00018834,18-04-1961,Female
NASAW00018835,11-10-1960,Female
NASAW00018836,13-08-1960,Female
NASAW00018837,11-04-1961,Female
NASAW00018838,09-09-1966,Female
NASAW00018839,09-04-1966,Male
NASAW00018840,17-06-1961,Female
NASAW00018841,06-03-1942,Female
NASAW00018842,05-01-1942,Male
NASAW00018843,19-07-1941,Male
NASAW00018844,11-10-1947,Male
NASAW00018845,29-09-1941,Female
NASAW00018846,31-08-1941,Male
NASAW00018847,08-05-1947,Female
NASAW00018848,01-11-1941,Male
NASAW00018849,13-12-1965,Female
NASAW00018850,10-01-1966,Male
NASAW00018851,14-04-1960,Male
NASAW00018852,19-07-1965,Female
NASAW00018853,11-01-1960,Female
NASAW00018854,21-05-1965,Male
NASAW00018855,19-11-1959,Male
NASAW00018856,12-09-1959,Male
NASAW00018857,01-01-1960,Male
NASAW00018858,02-11-1959,Male
NASAW00018859,17-03-1960,Female
NASAW00018860,13-12-1965,Female
NASAW00018861,22-08-1959,Female
NASAW00018862,21-03-1960,Male
NASAW00018863,13-05-1960,Male
NASAW00018864,08-09-1965,Male
NASAW00018865,23-07-1958,Female
NASAW00018866,30-09-1958,Male
NASAW00018867,15-03-1958,Male
NASAW00018868,15-11-1957,Male
NASAW00018869,25-02-1958,Female
NASAW00018870,31-01-1958,Female
NASAW00018871,11-01-1943,Male
NASAW00018872,19-12-1943,Male
NASAW00018873,18-05-1945,Male
NASAW00018874,03-11-1944,Female
NASAW00018875,23-11-1944,Male
NASAW00018876,15-02-1945,Male
NASAW00018877,03-07-1951,Male
NASAW00018878,16-10-1951,Female
NASAW00018879,22-03-1958,Male
NASAW00018880,04-09-1946,Male
NASAW00018881,07-08-1946,Female
NASAW00018882,31-01-1947,Male
NASAW00018883,05-12-1982,Male
NASAW00018884,17-12-1982,Male
NASAW00018885,22-12-1953,Female
NASAW00018886,10-06-1983,Male
NASAW00018887,21-11-1982,Female
NASAW00018888,17-06-1983,Male
NASAW00018889,14-09-1982,Female
NASAW00018890,30-11-1982,Female
NASAW00018891,10-03-1983,Female
NASAW00018892,16-05-1983,Male
NASAW00018893,13-12-1982,Male
NASAW00018894,21-03-1983,Male
NASAW00018895,13-08-1960,Male
NASAW00018896,13-09-1954,Male
NASAW00018897,04-02-1955,Male
NASAW00018898,10-03-1961,Female
NASAW00018899,26-10-1955,Male
NASAW00018900,06-04-1956,Male
NASAW00018901,05-09-1962,Male
NASAW00018902,12-08-1962,Male
NASAW00018903,26-05-1957,Male
NASAW00018904,12-04-1986,Female
NASAW00018905,01-04-1985,Male
NASAW00018906,11-10-1957,Female
NASAW00018907,15-11-1957,Female
NASAW00018908,14-02-1960,Female
NASAW00018909,10-12-1960,Female
NASAW00018910,26-04-1981,Male
NASAW00018911,19-12-1980,Male
NASAW00018912,15-04-1981,Male
NASAW00018913,06-05-1981,Male
NASAW00018914,12-01-1981,Female
NASAW00018915,04-07-1980,Female
NASAW00018916,03-08-1979,Male
NASAW00018917,08-09-1979,Male
NASAW00018918,25-06-1979,Female
NASAW00018919,17-05-1979,Male
NASAW00018920,16-11-1978,Male
NASAW00018921,22-09-1978,Female
NASAW00018922,05-03-1979,Female
NASAW00018923,22-04-1979,Female
NASAW00018924,21-05-1979,Female
NASAW00018925,09-11-1981,Female
NASAW00018926,25-09-1981,Male
NASAW00018927,05-08-1981,Female
NASAW00018928,22-08-1971,Female
NASAW00018929,14-12-1960,Male
NASAW00018930,15-04-1961,Female
NASAW00018931,13-06-1962,Female
NASAW00018932,31-07-1969,Male
NASAW00018933,30-08-1985,Female
NASAW00018934,22-08-1979,Male
NASAW00018935,15-11-1971,Female
NASAW00018936,11-07-1971,Female
NASAW00018937,10-08-1962,Male
NASAW00018938,30-11-1962,Male
NASAW00018939,24-09-1962,Male
NASAW00018940,16-04-1963,Male
NASAW00018941,05-09-1962,Male
NASAW00018942,19-11-1962,Male
NASAW00018943,01-02-1963,Female
NASAW00018944,03-11-1961,Male
NASAW00018945,21-12-1961,Male
NASAW00018946,05-08-1967,Male
NASAW00018947,04-11-1961,Male
NASAW00018948,13-03-1967,Female
NASAW00018949,30-12-1937,Male
NASAW00018950,22-10-1970,Female
NASAW00018951,14-06-1971,Male
NASAW00018952,22-04-1971,Female
NASAW00018953,20-10-1976,Female
NASAW00018954,23-11-1970,Male
NASAW00018955,19-08-1967,Male
NASAW00018956,15-10-1967,Female
NASAW00018957,08-10-1967,Female
NASAW00018958,15-01-1968,Female
NASAW00018959,04-08-1967,Male
NASAW00018960,03-04-1968,Male
NASAW00018961,04-03-1968,Male
NASAW00018962,23-06-1968,Male
NASAW00018963,02-08-1967,Female
NASAW00018964,06-09-1966,Male
NASAW00018965,12-10-1972,Male
NASAW00018966,16-04-1948,Female
NASAW00018967,22-01-1948,Male
NASAW00018968,11-04-1953,Male
NASAW00018969,09-01-1948,Female
NASAW00018970,08-02-1949,Male
NASAW00018971,11-08-1948,Male
NASAW00018972,06-08-1948,Male
NASAW00018973,07-12-1948,Female
NASAW00018974,22-11-1948,Male
NASAW00018975,13-05-1955,Male
NASAW00018976,19-10-1949,Male
NASAW00018977,14-02-1950,Male
NASAW00018978,04-08-1955,Male
NASAW00018979,18-09-1949,Male
NASAW00018980,16-04-1950,Female
NASAW00018981,25-10-1949,Female
NASAW00018982,05-10-1950,Male
NASAW00018983,16-10-1956,Female
NASAW00018984,08-02-1962,Female
NASAW00018985,21-07-1950,Female
NASAW00018986,09-01-1951,Male
NASAW00018987,13-08-1950,Male
NASAW00018988,05-07-1950,Female
NASAW00018989,16-10-1956,Female
NASAW00018990,22-08-1951,Female
NASAW00018991,30-10-1951,Male
NASAW00018992,17-04-1952,Male
NASAW00018993,13-05-1952,Male
NASAW00018994,17-11-1958,Male
NASAW00018995,29-10-1952,Female
NASAW00018996,12-05-1953,Female
NASAW00018997,05-09-1952,Male
NASAW00018998,06-05-1953,Male
NASAW00018999,21-10-1952,Female
NASAW00019000,09-11-1959,Female
NASAW00019001,23-08-1953,Male
NASAW00019002,07-04-1954,Female
NASAW00019003,04-06-1965,Male
NASAW00019004,31-08-1959,Male
NASAW00019005,24-09-1954,Female
NASAW00019006,18-10-1955,Female
NASAW00019007,08-09-1961,Female
NASAW00019008,08-11-1955,Female
NASAW00019009,20-10-1961,Female
NASAW00019010,06-12-1955,Female
NASAW00019011,06-02-1956,Female
NASAW00019012,11-10-1955,Male
NASAW00019013,07-05-1956,Female
NASAW00019014,02-01-1957,Male
NASAW00019015,07-02-1962,Male
NASAW00019016,25-04-1957,Female
NASAW00019017,10-03-1957,Female
NASAW00019018,07-11-1962,Female
NASAW00019019,05-09-1962,Male
NASAW00019020,12-03-1963,Male
NASAW00019021,18-11-1963,Female
NASAW00019022,11-04-1969,Female
NASAW00019023,22-03-1958,Female
NASAW00019024,03-02-1958,Male
NASAW00019025,05-05-1958,Male
NASAW00019026,06-05-1958,Male
NASAW00019027,18-02-1963,Female
NASAW00019028,22-05-1968,Male
NASAW00019029,10-02-1963,Female
NASAW00019030,14-08-1973,Male
NASAW00019031,10-01-1963,Female
NASAW00019032,13-10-1962,Female
NASAW00019033,01-03-1962,Male
NASAW00019034,23-04-1962,Female
NASAW00019035,24-03-1962,Male
NASAW00019036,23-10-1960,Male
NASAW00019037,10-02-1961,Male
NASAW00019038,13-02-1960,Male
NASAW00019039,11-08-1949,Male
NASAW00019040,04-03-1950,Male
NASAW00019041,30-11-1950,Female
NASAW00019042,08-05-1956,Male
NASAW00019043,08-12-1950,Female
NASAW00019044,29-09-1950,Male
NASAW00019045,31-01-1952,Male
NASAW00019046,11-08-1951,Female
NASAW00019047,07-09-1951,Female
NASAW00019048,15-04-1952,Male
NASAW00019049,11-04-1952,Male
NASAW00019050,21-10-1964,Male
NASAW00019051,17-11-1959,Female
NASAW00019052,13-12-1959,Female
NASAW00019053,18-02-1960,Male
NASAW00019054,19-12-1959,Male
NASAW00019055,13-10-1959,Male
NASAW00019056,01-01-1959,Female
NASAW00019057,12-09-1964,Female
NASAW00019058,03-12-1958,Male
NASAW00019059,25-08-1958,Male
NASAW00019060,15-11-1958,Female
NASAW00019061,07-09-1957,Female
NASAW00019062,25-03-1958,Female
NASAW00019063,23-05-1958,Female
NASAW00019064,15-06-1958,Female
NASAW00019065,22-10-1957,Female
NASAW00019066,22-07-1957,Male
NASAW00019067,07-08-1956,Female
NASAW00019068,07-10-1956,Female
NASAW00019069,08-07-1961,Male
NASAW00019070,26-03-1956,Male
NASAW00019071,13-10-1955,Male
NASAW00019072,31-01-1960,Female
NASAW00019073,07-03-1955,Male
NASAW00019074,08-11-1953,Female
NASAW00019075,21-09-1953,Male
NASAW00019076,30-11-1953,Female
NASAW00019077,10-03-1954,Male
NASAW00019078,02-08-1952,Female
NASAW00019079,14-02-1953,Male
NASAW00019080,16-03-1953,Male
NASAW00019081,03-02-1953,Female
NASAW00019082,08-02-1953,Male
NASAW00019083,09-08-1980,Male
NASAW00019084,10-02-1982,Female
NASAW00019085,22-04-1982,Female
NASAW00019086,15-05-1981,Male
NASAW00019087,15-02-1981,Female
NASAW00019088,01-05-1980,Male
NASAW00019089,10-04-1981,Female
NASAW00019090,13-09-1979,Male
NASAW00019091,09-08-1978,Male
NASAW00019092,04-09-1979,Male
NASAW00019093,18-06-1980,Female
NASAW00019094,21-12-1978,Male
NASAW00019095,07-05-1979,Female
NASAW00019096,22-04-1978,Male
NASAW00019097,11-01-1977,Female
NASAW00019098,19-02-1978,Male
NASAW00019099,09-05-1978,Female
NASAW00019100,28-05-1982,Male
NASAW00019101,03-12-1981,Female
NASAW00019102,07-09-1975,Female
NASAW00019103,23-01-1976,Male
NASAW00019104,24-02-1982,Female
NASAW00019105,30-09-1976,Female
NASAW00019106,30-01-1982,Male
NASAW00019107,31-10-1975,Male
NASAW00019108,04-04-1983,Female
NASAW00019109,31-12-1977,Female
NASAW00019110,01-02-1978,Male
NASAW00019111,31-08-1977,Female
NASAW00019112,11-04-1976,Female
NASAW00019113,09-04-1976,Male
NASAW00019114,11-10-1975,Female
NASAW00019115,04-04-1975,Female
NASAW00019116,10-04-1980,Male
NASAW00019117,22-05-1986,Female
NASAW00019118,30-01-1977,Male
NASAW00019119,11-02-1982,Male
NASAW00019120,31-03-1977,Male
NASAW00019121,11-05-1977,Female
NASAW00019122,17-04-1977,Female
NASAW00019123,01-05-1980,Female
NASAW00019124,08-04-1975,Male
NASAW00019125,18-01-1973,Male
NASAW00019126,19-05-1981,Male
NASAW00019127,21-03-1976,Female
NASAW00019128,09-03-1981,Female
NASAW00019129,22-04-1976,Male
NASAW00019130,16-08-1981,Female
NASAW00019131,22-10-1978,Male
NASAW00019132,12-11-1972,Male
NASAW00019133,10-09-1978,Male
NASAW00019134,12-11-1972,Female
NASAW00019135,03-02-1977,Male
NASAW00019136,30-09-1971,Male
NASAW00019137,11-03-1977,Male
NASAW00019138,16-04-1972,Male
NASAW00019139,10-03-1983,Male
NASAW00019140,19-03-1972,Female
NASAW00019141,30-08-1971,Male
NASAW00019142,08-05-1972,Male
NASAW00019143,07-01-1971,Female
NASAW00019144,22-12-1976,Male
NASAW00019145,22-10-1970,Female
NASAW00019146,14-07-1976,Female
NASAW00019147,09-03-1975,Male
NASAW00019148,05-09-1975,Male
NASAW00019149,13-09-1980,Male
NASAW00019150,13-02-1986,Female
NASAW00019151,14-02-1970,Male
NASAW00019152,01-08-1969,Male
NASAW00019153,22-03-1975,Male
NASAW00019154,08-07-1980,Female
NASAW00019155,24-04-1970,Female
NASAW00019156,03-07-1969,Female
NASAW00019157,25-06-1970,Male
NASAW00019158,15-03-1975,Female
NASAW00019159,12-11-1969,Male
NASAW00019160,21-09-1968,Female
NASAW00019161,04-04-1969,Male
NASAW00019162,12-05-1969,Male
NASAW00019163,18-10-1979,Female
NASAW00019164,22-12-1973,Female
NASAW00019165,02-03-1974,Female
NASAW00019166,12-12-1979,Female
NASAW00019167,06-12-1979,Female
NASAW00019168,17-04-1969,Male
NASAW00019169,01-05-1969,Female
NASAW00019170,10-05-1969,Male
NASAW00019171,24-02-1969,Female
NASAW00019172,15-04-1985,Male
NASAW00019173,16-09-1979,Female
NASAW00019174,02-06-1979,Female
NASAW00019175,19-08-1977,Male
NASAW00019176,30-11-1977,Female
NASAW00019177,22-01-1979,Female
NASAW00019178,22-02-1978,Female
NASAW00019179,20-11-1977,Female
NASAW00019180,07-09-1977,Female
NASAW00019181,24-04-1978,Male
NASAW00019182,19-05-1983,Male
NASAW00019183,07-08-1976,Male
NASAW00019184,05-10-1982,Female
NASAW00019185,22-05-1977,Female
NASAW00019186,11-02-1982,Male
NASAW00019187,10-11-1976,Male
NASAW00019188,04-12-1976,Male
NASAW00019189,08-09-1976,Female
NASAW00019190,24-11-1976,Male
NASAW00019191,19-01-1977,Male
NASAW00019192,09-09-1975,Female
NASAW00019193,21-05-1976,Male
NASAW00019194,29-09-1975,Male
NASAW00019195,22-05-1981,Male
NASAW00019196,31-08-1981,Female
NASAW00019197,16-05-1976,Female
NASAW00019198,05-05-1986,Female
NASAW00019199,06-10-1980,Male
NASAW00019200,22-09-1971,Male
NASAW00019201,25-04-1972,Male
NASAW00019202,08-01-1972,Female
NASAW00019203,11-12-1958,Male
NASAW00019204,17-12-1958,Female
NASAW00019205,12-09-1964,Male
NASAW00019206,05-02-1975,Female
NASAW00019207,04-04-1971,Male
NASAW00019208,02-10-1959,Female
NASAW00019209,01-01-1960,Female
NASAW00019210,02-08-1965,Female
NASAW00019211,21-02-1960,Female
NASAW00019212,07-03-1966,Female
NASAW00019213,07-07-1960,Female
NASAW00019214,15-08-1961,Female
NASAW00019215,30-09-1967,Male
NASAW00019216,01-03-1962,Male
NASAW00019217,12-03-1973,Male
NASAW00019218,09-04-1962,Male
NASAW00019219,05-06-1962,Female
NASAW00019220,07-07-1962,Female
NASAW00019221,23-09-1962,Female
NASAW00019222,17-02-1968,Male
NASAW00019223,17-06-1974,Female
NASAW00019224,21-03-1963,Female
NASAW00019225,07-04-1963,Male
NASAW00019226,14-10-1980,Male
NASAW00019227,16-08-1969,Male
NASAW00019228,09-09-1963,Female
NASAW00019229,20-02-1964,Male
NASAW00019230,11-11-1963,Female
NASAW00019231,11-04-1969,Female
NASAW00019232,09-11-1970,Female
NASAW00019233,02-05-1970,Male
NASAW00019234,13-05-1983,Male
NASAW00019235,02-02-1978,Female
NASAW00019236,09-02-1978,Female
NASAW00019237,15-10-1978,Female
NASAW00019238,04-02-1984,Female
NASAW00019239,17-04-1979,Male
NASAW00019240,18-10-1978,Female
NASAW00019241,31-12-1978,Female
NASAW00019242,04-05-1979,Male
NASAW00019243,24-04-1984,Male
NASAW00019244,04-06-1984,Male
NASAW00019245,23-02-1982,Male
NASAW00019246,05-02-1977,Male
NASAW00019247,04-05-1979,Female
NASAW00019248,22-08-1978,Female
NASAW00019249,02-06-1967,Male
NASAW00019250,02-07-1966,Female
NASAW00019251,07-08-1966,Male
NASAW00019252,27-08-1961,Female
NASAW00019253,19-03-1967,Female
NASAW00019254,07-05-1962,Male
NASAW00019255,13-08-1960,Male
NASAW00019256,07-03-1966,Female
NASAW00019257,12-01-1965,Female
NASAW00019258,13-05-1976,Male
NASAW00019259,22-07-1942,Female
NASAW00019260,04-01-1945,Female
NASAW00019261,23-11-1945,Female
NASAW00019262,26-05-1948,Female
NASAW00019263,06-05-1948,Female
NASAW00019264,21-03-1986,Male
NASAW00019265,22-08-1984,Male
NASAW00019266,04-04-1985,Male
NASAW00019267,05-08-1984,Male
NASAW00019268,10-05-1984,Female
NASAW00019269,20-09-1982,Female
NASAW00019270,24-06-1985,Male
NASAW00019271,12-11-1983,Male
NASAW00019272,18-07-1948,Male
NASAW00019273,23-07-1948,Female
NASAW00019274,08-07-1948,Female
NASAW00019275,17-12-1972,Male
NASAW00019276,06-08-1972,Male
NASAW00019277,24-01-1966,Male
NASAW00019278,10-01-1966,Male
NASAW00019279,02-09-1965,Male
NASAW00019280,23-08-1969,Male
NASAW00019281,13-04-1969,Female
NASAW00019282,30-04-1980,Female
NASAW00019283,08-01-1964,Male
NASAW00019284,06-04-1969,Female
NASAW00019285,08-08-1971,Female
NASAW00019286,30-08-1965,Female
NASAW00019287,23-07-1970,Male
NASAW00019288,04-12-1964,Female
NASAW00019289,22-10-1970,Male
NASAW00019290,30-10-1974,Male
NASAW00019291,22-11-1981,Female
NASAW00019292,03-12-1981,Male
NASAW00019293,25-02-1976,Female
NASAW00019294,06-03-1976,Male
NASAW00019295,23-01-1975,Female
NASAW00019296,04-07-1974,Male
NASAW00019297,18-02-1975,Male
NASAW00019298,06-04-1986,Female
NASAW00019299,08-10-1980,Female
NASAW00019300,08-10-1957,Male
NASAW00019301,29-08-1957,Female
NASAW00019302,07-08-1962,Male
NASAW00019303,09-04-1957,Male
NASAW00019304,07-01-1959,Female
NASAW00019305,21-08-1973,Female
NASAW00019306,13-08-1973,Female
NASAW00019307,08-03-1974,Male
NASAW00019308,16-10-1973,Female
NASAW00019309,22-05-1974,Male
NASAW00019310,13-04-1979,Female
NASAW00019311,23-09-1973,Female
NASAW00019312,18-07-1973,Female
NASAW00019313,07-09-1972,Male
NASAW00019314,12-03-1978,Male
NASAW00019315,02-03-1973,Male
NASAW00019316,20-05-1978,Male
NASAW00019317,12-03-1978,Female
NASAW00019318,29-11-1972,Male
NASAW00019319,29-01-1978,Male
NASAW00019320,02-05-1972,Female
NASAW00019321,08-08-1977,Male
NASAW00019322,13-04-1977,Male
NASAW00019323,06-09-1983,Male
NASAW00019324,08-04-1973,Female
NASAW00019325,11-09-1972,Female
NASAW00019326,10-03-1983,Male
NASAW00019327,31-01-1972,Female
NASAW00019328,10-09-1970,Male
NASAW00019329,19-04-1971,Female
NASAW00019330,30-09-1970,Male
NASAW00019331,30-08-1976,Male
NASAW00019332,14-07-1976,Male
NASAW00019333,11-01-1971,Female
NASAW00019334,03-04-1975,Female
NASAW00019335,14-02-1970,Male
NASAW00019336,07-09-1969,Male
NASAW00019337,12-12-1975,Female
NASAW00019338,04-10-1971,Female
NASAW00019339,21-12-1971,Male
NASAW00019340,15-08-1971,Female
NASAW00019341,21-02-1972,Male
NASAW00019342,05-04-1974,Female
NASAW00019343,30-01-1969,Male
NASAW00019344,16-12-1974,Female
NASAW00019345,18-08-1976,Female
NASAW00019346,11-10-1976,Female
NASAW00019347,04-03-1971,Male
NASAW00019348,15-09-1970,Female
NASAW00019349,09-08-1975,Male
NASAW00019350,13-09-1980,Female
NASAW00019351,19-10-1968,Male
NASAW00019352,11-05-1969,Male
NASAW00019353,09-08-1974,Female
NASAW00019354,29-08-1982,Female
NASAW00019355,08-08-1982,Male
